time_by_lasttime,time_diff,node,class
0.91171,10.00000,100,0
0.91194,10.00000,0,0
0.91257,10.00000,101,0
0.91259,10.00000,104,0
0.91256,10.00000,100,0
0.91199,10.00000,116,0
0.91262,10.00000,109,0
0.90961,10.00000,110,0
0.90959,10.00000,103,0
0.90958,10.00000,111,0
0.90957,10.00000,102,0
0.90957,10.00000,103,0
0.90955,10.00000,108,0
0.90955,10.00000,104,0
0.90955,10.00000,110,0
0.90954,10.00000,106,0
0.90941,10.00000,114,0
0.90961,10.00000,101,0
0.90940,10.00000,0,0
0.90936,10.00000,10,0
0.90933,10.00000,10,0
0.90933,10.00000,112,0
0.90921,10.00000,0,0
0.90914,10.00000,114,0
0.90914,10.00000,115,0
0.90912,10.00000,112,0
0.90911,10.00000,0,0
0.90945,10.00000,10,0
0.90963,10.00000,102,0
0.90910,10.00000,116,0
0.90996,10.00000,104,0
0.90998,10.00000,104,0
0.91001,10.00000,109,0
0.91007,10.00000,0,0
0.90971,10.00000,107,0
0.90900,10.00000,113,0
0.90896,10.00000,112,0
0.90895,10.00000,116,0
0.90970,10.00000,106,0
0.90972,10.00000,102,0
0.90969,10.00000,101,0
0.90966,10.00000,107,0
0.90965,10.00000,102,0
0.90965,10.00000,103,0
0.90965,10.00000,104,0
0.90964,10.00000,110,0
0.90900,10.00000,116,0
0.90902,10.00000,113,0
0.90904,10.00000,115,0
0.90967,10.00000,108,0
0.90971,10.00000,103,0
0.90784,10.00000,103,0
0.90772,10.00000,111,0
0.90773,10.00000,106,0
0.90776,10.00000,104,0
0.90776,10.00000,106,0
0.90777,10.00000,101,0
0.90778,10.00000,110,0
0.90778,10.00000,102,0
0.90780,10.00000,109,0
0.90780,10.00000,101,0
0.90780,10.00000,110,0
0.90783,10.00000,107,0
0.18190,10.00000,100,0
0.18270,10.00000,10,0
0.18206,10.00000,10,0
0.18201,10.00000,115,0
0.18197,10.00000,105,0
0.18190,10.00000,113,0
0.18194,10.00000,114,0
0.18035,10.00000,110,0
0.18068,10.00000,110,0
0.18137,10.00000,10,0
0.18142,10.00000,10,0
0.18143,10.00000,10,0
0.18180,10.00000,111,0
0.18190,10.00000,116,0
0.18182,10.00000,100,0
0.18185,10.00000,102,0
0.18186,10.00000,108,0
0.18188,10.00000,107,0
0.18188,10.00000,101,0
0.18190,10.00000,106,0
0.18190,10.00000,107,0
0.18184,10.00000,106,0
0.18195,10.00000,114,0
0.18190,10.00000,102,0
0.18193,10.00000,113,0
0.18032,10.00000,110,0
0.18193,10.00000,103,0
0.18191,10.00000,112,0
0.18191,10.00000,111,0
0.90711,10.00000,112,0
0.90718,10.00000,113,0
0.90721,10.00000,112,0
0.90754,10.00000,0,0
0.90723,10.00000,112,0
0.90723,10.00000,116,0
0.90727,10.00000,113,0
0.90744,10.00000,115,0
0.90746,10.00000,116,0
0.90747,10.00000,113,0
0.90722,10.00000,112,0
0.90722,10.00000,116,0
0.90793,10.00000,102,0
0.90785,10.00000,103,0
0.90806,10.00000,109,0
0.90805,10.00000,108,0
0.90805,10.00000,101,0
0.90802,10.00000,106,0
0.90800,10.00000,105,0
0.90784,10.00000,102,0
0.90792,10.00000,109,0
0.90788,10.00000,109,0
0.90787,10.00000,102,0
0.90786,10.00000,102,0
0.90800,10.00000,106,0
0.18349,10.00000,109,0
0.18349,10.00000,108,0
0.90652,10.00000,0,0
0.90673,10.00000,10,0
0.18352,10.00000,111,0
0.18353,10.00000,105,0
0.18357,10.00000,113,0
0.18358,10.00000,112,0
0.18354,10.00000,116,0
0.90587,10.00000,109,0
0.90594,10.00000,108,0
0.90583,10.00000,102,0
0.90582,10.00000,108,0
0.90582,10.00000,104,0
0.90587,10.00000,101,0
0.90593,10.00000,100,0
0.90585,10.00000,108,0
0.90597,10.00000,111,0
0.90602,10.00000,106,0
0.90605,10.00000,108,0
0.90606,10.00000,107,0
0.90609,10.00000,101,0
0.90601,10.00000,111,0
0.18414,10.00000,106,0
0.18415,10.00000,105,0
0.18416,10.00000,106,0
0.18416,10.00000,105,0
0.18466,10.00000,101,0
0.90524,10.00000,112,0
0.90529,10.00000,115,0
0.90475,10.00000,110,0
0.90478,10.00000,101,0
0.90478,10.00000,111,0
0.90480,10.00000,101,0
0.90471,10.00000,111,0
0.90532,10.00000,112,0
0.90532,10.00000,0,0
0.90542,10.00000,0,0
0.90543,10.00000,113,0
0.90522,10.00000,116,0
0.90488,10.00000,109,0
0.90486,10.00000,103,0
0.90484,10.00000,108,0
0.90544,10.00000,0,0
0.90548,10.00000,115,0
0.90548,10.00000,0,0
0.90548,10.00000,114,0
0.90534,10.00000,115,0
0.90542,10.00000,115,0
0.90537,10.00000,10,0
0.90469,10.00000,111,0
0.90455,10.00000,110,0
0.90461,10.00000,107,0
0.90461,10.00000,109,0
0.90463,10.00000,110,0
0.90464,10.00000,106,0
0.90465,10.00000,107,0
0.90468,10.00000,102,0
0.90467,10.00000,110,0
0.90467,10.00000,103,0
0.90468,10.00000,109,0
0.08105,9.00000,110,0
0.90416,10.00000,112,0
0.90410,10.00000,114,0
0.90410,10.00000,115,0
0.90408,10.00000,114,0
0.19074,10.00000,10,0
0.90405,10.00000,114,0
0.90404,10.00000,115,0
0.90368,10.00000,111,0
0.90406,10.00000,116,0
0.20407,10.00000,10,0
0.20400,10.00000,0,0
0.20290,10.00000,110,0
0.20291,10.00000,10,0
0.19952,10.00000,110,0
0.19961,10.00000,112,0
0.20438,10.00000,111,0
0.20438,10.00000,105,0
0.20410,10.00000,0,0
0.20437,10.00000,107,0
0.20436,10.00000,108,0
0.20425,10.00000,110,0
0.20418,10.00000,110,0
0.20409,10.00000,10,0
0.20437,10.00000,100,0
0.20266,10.00000,0,0
0.20273,10.00000,10,0
0.20344,10.00000,116,0
0.20295,10.00000,110,0
0.90233,10.00000,110,0
0.90225,10.00000,0,0
0.90222,10.00000,10,0
0.90244,10.00000,10,0
0.90218,10.00000,0,0
0.90361,10.00000,0,0
0.17077,3504.00000,111,0
0.19105,10.00000,109,0
0.19104,10.00000,104,0
0.19103,10.00000,102,0
0.19133,10.00000,112,0
0.19103,10.00000,107,0
0.19103,10.00000,106,0
0.19127,10.00000,108,0
0.19101,10.00000,102,0
0.19100,10.00000,111,0
0.19100,10.00000,108,0
0.19099,10.00000,106,0
0.19098,10.00000,101,0
0.19168,10.00000,106,0
0.19105,10.00000,108,0
0.19103,10.00000,111,0
0.19106,10.00000,110,0
0.19130,10.00000,113,0
0.19108,10.00000,115,0
0.19109,10.00000,106,0
0.19110,10.00000,101,0
0.19114,10.00000,113,0
0.19114,10.00000,104,0
0.19114,10.00000,115,0
0.19114,10.00000,114,0
0.19115,10.00000,111,0
0.19116,10.00000,109,0
0.19116,10.00000,108,0
0.19116,10.00000,102,0
0.19121,10.00000,112,0
0.19123,10.00000,116,0
0.19107,10.00000,115,0
0.19107,10.00000,114,0
0.19841,10.00000,105,0
0.19826,10.00000,111,0
0.19829,10.00000,101,0
0.19828,10.00000,108,0
0.19826,10.00000,103,0
0.20206,10.00000,115,0
0.19825,10.00000,105,0
0.19825,10.00000,102,0
0.19825,10.00000,103,0
0.19825,10.00000,107,0
0.20151,10.00000,10,0
0.20159,10.00000,10,0
0.20161,10.00000,10,0
0.20164,10.00000,0,0
0.20203,10.00000,109,0
0.20199,10.00000,111,0
0.20197,10.00000,111,0
0.20196,10.00000,101,0
0.20194,10.00000,103,0
0.19829,10.00000,100,0
0.19829,10.00000,104,0
0.19830,10.00000,116,0
0.19830,10.00000,113,0
0.19929,10.00000,110,0
0.19927,10.00000,110,0
0.19924,10.00000,110,0
0.19911,10.00000,115,0
0.19908,10.00000,105,0
0.19905,10.00000,111,0
0.19864,10.00000,103,0
0.19847,10.00000,114,0
0.20194,10.00000,112,0
0.19847,10.00000,115,0
0.19842,10.00000,100,0
0.19842,10.00000,106,0
0.19835,10.00000,116,0
0.19834,10.00000,114,0
0.19834,10.00000,115,0
0.19831,10.00000,101,0
0.19831,10.00000,114,0
0.19831,10.00000,115,0
0.19842,10.00000,107,0
0.20169,10.00000,110,0
0.20214,10.00000,110,0
0.20221,10.00000,108,0
0.20221,10.00000,115,0
0.20219,10.00000,114,0
0.20219,10.00000,115,0
0.20217,10.00000,107,0
0.20217,10.00000,106,0
0.20215,10.00000,110,0
0.20210,10.00000,116,0
0.20222,10.00000,114,0
0.20316,10.00000,105,0
0.20208,10.00000,114,0
0.20208,10.00000,115,0
0.20315,10.00000,101,0
0.90280,10.00000,115,0
0.90283,10.00000,112,0
0.90281,10.00000,113,0
0.90284,10.00000,116,0
0.90180,10.00000,109,0
0.90179,10.00000,108,0
0.90285,10.00000,112,0
0.90174,10.00000,105,0
0.90173,10.00000,102,0
0.90172,10.00000,107,0
0.90172,10.00000,106,0
0.90179,10.00000,101,0
0.20452,10.00000,109,0
0.20453,10.00000,115,0
0.20453,10.00000,113,0
0.20454,10.00000,111,0
0.20454,10.00000,111,0
0.20451,10.00000,104,0
0.20446,10.00000,102,0
0.20447,10.00000,112,0
0.20450,10.00000,114,0
0.20440,10.00000,111,0
0.20441,10.00000,103,0
0.20441,10.00000,102,0
0.20446,10.00000,108,0
0.20454,10.00000,112,0
0.20448,10.00000,116,0
0.20447,10.00000,105,0
0.20447,10.00000,104,0
0.19173,10.00000,114,0
0.19177,10.00000,115,0
0.19179,10.00000,115,0
0.19180,10.00000,115,0
0.19685,10.00000,110,0
0.20038,10.00000,0,0
0.20075,10.00000,102,0
0.20076,10.00000,101,0
0.20082,10.00000,107,0
0.20030,10.00000,0,0
0.20076,10.00000,111,0
0.20079,10.00000,115,0
0.20079,10.00000,114,0
0.20079,10.00000,100,0
0.20080,10.00000,105,0
0.20082,10.00000,106,0
0.20074,10.00000,100,0
0.20074,10.00000,108,0
0.20073,10.00000,106,0
0.20082,10.00000,104,0
0.20026,10.00000,10,0
0.20097,10.00000,110,0
0.19776,10.00000,0,0
0.19783,10.00000,10,0
0.19790,10.00000,0,0
0.20101,10.00000,116,0
0.20099,10.00000,108,0
0.20099,10.00000,111,0
0.20095,10.00000,116,0
0.20094,10.00000,100,0
0.19691,10.00000,110,0
0.20091,10.00000,113,0
0.20089,10.00000,107,0
0.20089,10.00000,100,0
0.20089,10.00000,106,0
0.20088,10.00000,102,0
0.20088,10.00000,103,0
0.20086,10.00000,112,0
0.20084,10.00000,101,0
0.20091,10.00000,111,0
0.20322,10.00000,101,0
0.20323,10.00000,111,0
0.20322,10.00000,105,0
0.20324,10.00000,112,0
0.20319,10.00000,102,0
0.20318,10.00000,106,0
0.20320,10.00000,102,0
0.20320,10.00000,105,0
0.20318,10.00000,107,0
0.20320,10.00000,104,0
0.90166,10.00000,111,0
0.90308,10.00000,116,0
0.90303,10.00000,112,0
0.90293,10.00000,116,0
0.90293,10.00000,114,0
0.90292,10.00000,115,0
0.90291,10.00000,112,0
0.90290,10.00000,114,0
0.90289,10.00000,115,0
0.90289,10.00000,113,0
0.90159,10.00000,101,0
0.90159,10.00000,102,0
0.90159,10.00000,107,0
0.90161,10.00000,109,0
0.90161,10.00000,101,0
0.90167,10.00000,107,0
0.90166,10.00000,110,0
0.90304,10.00000,113,0
0.90309,10.00000,113,0
0.90158,10.00000,105,0
0.90157,10.00000,107,0
0.90166,10.00000,106,0
0.90158,10.00000,102,0
0.90124,10.00000,114,0
0.90117,10.00000,0,0
0.90116,10.00000,112,0
0.90112,10.00000,112,0
0.90109,10.00000,115,0
0.90106,10.00000,115,0
0.19236,10.00000,109,0
0.19187,10.00000,114,0
0.20326,10.00000,110,0
0.20328,10.00000,116,0
0.20328,10.00000,111,0
0.20328,10.00000,113,0
0.20338,10.00000,109,0
0.20333,10.00000,105,0
0.20334,10.00000,115,0
0.20339,10.00000,102,0
0.20329,10.00000,112,0
0.20326,10.00000,104,0
0.90356,10.00000,108,0
0.90356,10.00000,106,0
0.90356,10.00000,109,0
0.90354,10.00000,102,0
0.90354,10.00000,103,0
0.90352,10.00000,108,0
0.90351,10.00000,102,0
0.90351,10.00000,110,0
0.90350,10.00000,108,0
0.90348,10.00000,109,0
0.20516,10.00000,10,0
0.20514,10.00000,0,0
0.90098,10.00000,113,0
0.90096,10.00000,112,0
0.90103,10.00000,114,0
0.90101,10.00000,116,0
0.90099,10.00000,116,0
0.90099,10.00000,112,0
0.20455,10.00000,115,0
0.20455,10.00000,114,0
0.20456,10.00000,112,0
0.20457,10.00000,102,0
0.20459,10.00000,100,0
0.20461,10.00000,105,0
0.20461,10.00000,104,0
0.20461,10.00000,107,0
0.20463,10.00000,112,0
0.20463,10.00000,113,0
0.20466,10.00000,116,0
0.20457,10.00000,102,0
0.20460,10.00000,112,0
0.90344,10.00000,102,0
0.90343,10.00000,106,0
0.90342,10.00000,111,0
0.90340,10.00000,111,0
0.90339,10.00000,107,0
0.90338,10.00000,109,0
0.90336,10.00000,110,0
0.90341,10.00000,103,0
0.90344,10.00000,10,0
0.90345,10.00000,101,0
0.90346,10.00000,102,0
0.90347,10.00000,10,0
0.90333,10.00000,0,0
0.20585,10.00000,111,0
0.20577,10.00000,112,0
0.20573,10.00000,112,0
0.20583,10.00000,115,0
0.20583,10.00000,106,0
0.20582,10.00000,101,0
0.20581,10.00000,112,0
0.20581,10.00000,116,0
0.20580,10.00000,115,0
0.20579,10.00000,102,0
0.20576,10.00000,111,0
0.20573,10.00000,116,0
0.20576,10.00000,105,0
0.20572,10.00000,104,0
0.20576,10.00000,116,0
0.20571,10.00000,109,0
0.20571,10.00000,105,0
0.20571,10.00000,112,0
0.20570,10.00000,113,0
0.20564,10.00000,114,0
0.20564,10.00000,102,0
0.20564,10.00000,103,0
0.20564,10.00000,100,0
0.20564,10.00000,110,0
0.20572,10.00000,113,0
0.20561,10.00000,106,0
0.20560,10.00000,110,0
0.20559,10.00000,107,0
0.20559,10.00000,112,0
0.20558,10.00000,108,0
0.20558,10.00000,103,0
0.20575,10.00000,115,0
0.20575,10.00000,114,0
0.20562,10.00000,109,0
0.17177,10.00000,116,0
0.90045,10.00000,111,0
0.90049,10.00000,100,0
0.90050,10.00000,104,0
0.90050,10.00000,103,0
0.90050,10.00000,102,0
0.90052,10.00000,109,0
0.90052,10.00000,108,0
0.90056,10.00000,106,0
0.89943,10.00000,109,0
0.89941,10.00000,100,0
0.90056,10.00000,103,0
0.20631,10.00000,10,0
0.89993,10.00000,115,0
0.89972,10.00000,112,0
0.89975,10.00000,114,0
0.89980,10.00000,112,0
0.89981,10.00000,113,0
0.89981,10.00000,112,0
0.89988,10.00000,115,0
0.89990,10.00000,112,0
0.89993,10.00000,113,0
0.89998,10.00000,115,0
0.89983,10.00000,112,0
0.90001,10.00000,114,0
0.90037,10.00000,106,0
0.90037,10.00000,109,0
0.90037,10.00000,110,0
0.90038,10.00000,107,0
0.90038,10.00000,101,0
0.90039,10.00000,109,0
0.90041,10.00000,107,0
0.90043,10.00000,106,0
0.89999,10.00000,116,0
0.20753,10.00000,10,0
0.20765,10.00000,0,0
0.90060,10.00000,103,0
0.90062,10.00000,101,0
0.20815,10.00000,106,0
0.20632,10.00000,0,0
0.20701,10.00000,112,0
0.20703,10.00000,105,0
0.20703,10.00000,104,0
0.20703,10.00000,112,0
0.20704,10.00000,102,0
0.20706,10.00000,101,0
0.20706,10.00000,115,0
0.20706,10.00000,114,0
0.20708,10.00000,112,0
0.20750,10.00000,10,0
0.20785,10.00000,110,0
0.20799,10.00000,103,0
0.20800,10.00000,110,0
0.20803,10.00000,102,0
0.20805,10.00000,100,0
0.20805,10.00000,108,0
0.20805,10.00000,109,0
0.20808,10.00000,103,0
0.20809,10.00000,112,0
0.20809,10.00000,105,0
0.20811,10.00000,114,0
0.20825,10.00000,102,0
0.20824,10.00000,112,0
0.20823,10.00000,114,0
0.20821,10.00000,108,0
0.20821,10.00000,112,0
0.20818,10.00000,112,0
0.20818,10.00000,107,0
0.20815,10.00000,100,0
0.20700,10.00000,113,0
0.20699,10.00000,116,0
0.20639,10.00000,10,0
0.20696,10.00000,114,0
0.20698,10.00000,109,0
0.20684,10.00000,107,0
0.20684,10.00000,112,0
0.20677,10.00000,112,0
0.20652,10.00000,0,0
0.20646,10.00000,10,0
0.20685,10.00000,113,0
0.20814,10.00000,104,0
0.20686,10.00000,106,0
0.20686,10.00000,103,0
0.20686,10.00000,109,0
0.20686,10.00000,111,0
0.20687,10.00000,112,0
0.20687,10.00000,105,0
0.20684,10.00000,112,0
0.20688,10.00000,115,0
0.20687,10.00000,113,0
0.20696,10.00000,111,0
0.20695,10.00000,112,0
0.20694,10.00000,113,0
0.20692,10.00000,110,0
0.20634,10.00000,10,0
0.20691,10.00000,107,0
0.20696,10.00000,115,0
0.20691,10.00000,114,0
0.20690,10.00000,116,0
0.20688,10.00000,114,0
0.20689,10.00000,111,0
0.20689,10.00000,108,0
0.89940,10.00000,106,0
0.21478,10.00000,0,0
0.21471,10.00000,0,0
0.21467,10.00000,0,0
0.21488,10.00000,10,0
0.21496,10.00000,10,0
0.21479,10.00000,10,0
0.20934,10.00000,104,0
0.20934,10.00000,105,0
0.20932,10.00000,106,0
0.20932,10.00000,110,0
0.20932,10.00000,107,0
0.20934,10.00000,111,0
0.20940,10.00000,107,0
0.20937,10.00000,111,0
0.20937,10.00000,112,0
0.20940,10.00000,106,0
0.20941,10.00000,104,0
0.20931,10.00000,114,0
0.20937,10.00000,109,0
0.20931,10.00000,115,0
0.20925,10.00000,112,0
0.20929,10.00000,104,0
0.20929,10.00000,105,0
0.20927,10.00000,116,0
0.20926,10.00000,109,0
0.20926,10.00000,108,0
0.20926,10.00000,104,0
0.20926,10.00000,105,0
0.20926,10.00000,100,0
0.20924,10.00000,113,0
0.20924,10.00000,100,0
0.20913,10.00000,110,0
0.20911,10.00000,110,0
0.20884,10.00000,0,0
0.20942,10.00000,100,0
0.20929,10.00000,112,0
0.20944,10.00000,115,0
0.20946,10.00000,100,0
0.20944,10.00000,112,0
0.20946,10.00000,105,0
0.20947,10.00000,116,0
0.20948,10.00000,112,0
0.20948,10.00000,100,0
0.20950,10.00000,114,0
0.20952,10.00000,112,0
0.20952,10.00000,113,0
0.20986,10.00000,0,0
0.20944,10.00000,109,0
0.89934,10.00000,109,0
0.89817,100.00000,111,0
0.89758,10.00000,108,0
0.20833,10.00000,115,0
0.89747,10.00000,101,0
0.89745,10.00000,100,0
0.89735,10.00000,101,0
0.89736,10.00000,108,0
0.89736,10.00000,110,0
0.89740,10.00000,100,0
0.89741,10.00000,105,0
0.89742,10.00000,109,0
0.89746,10.00000,104,0
0.89745,10.00000,110,0
0.89742,10.00000,108,0
0.89751,10.00000,112,0
0.89748,10.00000,105,0
0.89749,10.00000,112,0
0.89743,10.00000,110,0
0.89746,10.00000,112,0
0.89752,10.00000,106,0
0.89752,10.00000,107,0
0.89753,10.00000,106,0
0.89754,10.00000,100,0
0.89743,10.00000,100,0
0.21520,10.00000,110,0
0.20996,10.00000,0,0
0.89924,10.00000,100,0
0.89924,10.00000,102,0
0.89932,10.00000,100,0
0.89931,10.00000,102,0
0.89931,10.00000,110,0
0.89930,10.00000,103,0
0.89929,10.00000,104,0
0.89929,10.00000,105,0
0.89927,10.00000,107,0
0.89925,10.00000,109,0
0.89933,10.00000,111,0
0.89680,10.00000,112,0
0.89681,10.00000,112,0
0.89681,10.00000,116,0
0.89682,10.00000,0,0
0.89682,10.00000,10,0
0.89686,10.00000,113,0
0.89684,10.00000,112,0
0.89685,10.00000,0,0
0.89687,10.00000,10,0
0.89690,10.00000,0,0
0.89696,10.00000,116,0
0.89700,10.00000,114,0
0.89684,10.00000,113,0
0.89675,10.00000,116,0
0.89677,10.00000,0,0
0.89679,10.00000,112,0
0.21537,10.00000,105,0
0.21531,10.00000,112,0
0.21533,10.00000,104,0
0.21533,10.00000,109,0
0.21533,10.00000,108,0
0.21533,10.00000,112,0
0.21534,10.00000,110,0
0.21535,10.00000,105,0
0.21529,10.00000,111,0
0.21527,10.00000,107,0
0.21526,10.00000,111,0
0.21538,10.00000,103,0
0.21539,10.00000,116,0
0.21526,10.00000,105,0
0.21539,10.00000,112,0
0.21540,10.00000,115,0
0.21540,10.00000,114,0
0.21541,10.00000,105,0
0.21541,10.00000,112,0
0.21545,10.00000,100,0
0.21548,10.00000,108,0
0.21548,10.00000,115,0
0.21548,10.00000,114,0
0.21549,10.00000,101,0
0.21552,10.00000,100,0
0.21552,10.00000,108,0
0.21553,10.00000,100,0
0.21530,10.00000,108,0
0.21530,10.00000,109,0
0.21160,10.00000,108,0
0.21129,10.00000,0,0
0.21161,10.00000,104,0
0.21115,10.00000,10,0
0.21115,10.00000,0,0
0.89859,10.00000,112,0
0.89863,10.00000,113,0
0.08785,12.00000,100,0
0.21729,10.00000,10,0
0.21618,10.00000,10,0
0.21619,10.00000,10,0
0.21741,10.00000,10,0
0.89923,10.00000,105,0
0.89923,10.00000,10,0
0.89796,10.00000,103,0
0.89799,10.00000,110,0
0.89802,10.00000,103,0
0.89805,10.00000,10,0
0.89810,10.00000,0,0
0.89857,10.00000,112,0
0.89868,10.00000,115,0
0.89869,10.00000,112,0
0.89875,10.00000,115,0
0.89881,10.00000,113,0
0.89795,10.00000,0,0
0.89908,10.00000,110,0
0.89916,10.00000,111,0
0.89919,10.00000,101,0
0.89919,10.00000,105,0
0.89919,10.00000,0,0
0.89919,10.00000,111,0
0.89919,10.00000,110,0
0.89920,10.00000,110,0
0.89906,10.00000,110,0
0.89922,10.00000,0,0
0.89923,10.00000,109,0
0.89624,10.00000,111,0
0.89625,10.00000,109,0
0.89628,10.00000,100,0
0.89625,10.00000,108,0
0.89626,10.00000,111,0
0.89637,10.00000,110,0
0.89620,10.00000,110,0
0.89618,10.00000,105,0
0.89617,10.00000,110,0
0.89616,10.00000,100,0
0.89613,10.00000,110,0
0.89611,10.00000,110,0
0.89583,10.00000,116,0
0.89634,10.00000,105,0
0.89618,10.00000,100,0
0.89633,10.00000,100,0
0.21591,10.00000,0,0
0.21600,10.00000,10,0
0.21665,10.00000,111,0
0.21665,10.00000,115,0
0.21665,10.00000,114,0
0.21673,10.00000,108,0
0.21722,10.00000,10,0
0.21677,10.00000,116,0
0.21769,10.00000,108,0
0.21774,10.00000,109,0
0.21774,10.00000,108,0
