time_by_lasttime,time_diff,node,class
0.90767,10.00000,108,0
0.90763,10.00000,110,0
0.90762,10.00000,101,0
0.90745,10.00000,102,0
0.90760,10.00000,109,0
0.90748,10.00000,110,0
0.90755,10.00000,103,0
0.90755,10.00000,107,0
0.90749,10.00000,108,0
0.90756,10.00000,106,0
0.90647,10.00000,110,0
0.90448,10.00000,107,0
0.90453,10.00000,102,0
0.90453,10.00000,103,0
0.90451,10.00000,103,0
0.90450,10.00000,102,0
0.90447,10.00000,100,0
0.90570,10.00000,109,0
0.90572,10.00000,110,0
0.90569,10.00000,109,0
0.90567,10.00000,111,0
0.90564,10.00000,100,0
0.90573,10.00000,109,0
0.90575,10.00000,109,0
0.90500,10.00000,115,0
0.90497,10.00000,115,0
0.90509,10.00000,112,0
0.90458,10.00000,110,0
0.90458,10.00000,100,0
0.90457,10.00000,105,0
0.90455,10.00000,109,0
0.90456,10.00000,102,0
0.90498,10.00000,0,0
0.90502,10.00000,113,0
0.90455,10.00000,103,0
0.90579,10.00000,105,0
0.90578,10.00000,102,0
0.90578,10.00000,103,0
0.90580,10.00000,104,0
0.90625,10.00000,0,0
0.90579,10.00000,111,0
0.90515,10.00000,112,0
0.90517,10.00000,10,0
0.90520,10.00000,115,0
0.90522,10.00000,10,0
0.90527,10.00000,10,0
0.90515,10.00000,115,0
0.90640,10.00000,0,0
0.90631,10.00000,110,0
0.90632,10.00000,110,0
0.90560,10.00000,103,0
0.90553,10.00000,102,0
0.90554,10.00000,100,0
0.90555,10.00000,107,0
0.90559,10.00000,107,0
0.90445,10.00000,107,0
0.90311,10.00000,0,0
0.90370,10.00000,112,0
0.90326,10.00000,100,0
0.90324,10.00000,10,0
0.90324,10.00000,109,0
0.90323,10.00000,104,0
0.90316,10.00000,105,0
0.90316,10.00000,109,0
0.90312,10.00000,110,0
0.90309,10.00000,0,0
0.90310,10.00000,108,0
0.90317,10.00000,104,0
0.90377,10.00000,115,0
0.90374,10.00000,112,0
0.90377,10.00000,116,0
0.89732,10.00000,108,0
0.89664,10.00000,114,0
0.89665,10.00000,0,0
0.89667,10.00000,114,0
0.89667,10.00000,0,0
0.89673,10.00000,115,0
0.89705,10.00000,111,0
0.89707,10.00000,106,0
0.89710,10.00000,109,0
0.89712,10.00000,105,0
0.89713,10.00000,108,0
0.89713,10.00000,110,0
0.89717,10.00000,111,0
0.89666,10.00000,115,0
0.89718,10.00000,103,0
0.89725,10.00000,106,0
0.89721,10.00000,111,0
0.89717,10.00000,108,0
0.89720,10.00000,108,0
0.89725,10.00000,100,0
0.89717,10.00000,101,0
0.90381,10.00000,114,0
0.90397,10.00000,112,0
0.90385,10.00000,114,0
0.90397,10.00000,116,0
0.90397,10.00000,112,0
0.89662,10.00000,0,0
0.89659,10.00000,114,0
0.89645,10.00000,112,0
0.89642,10.00000,112,0
0.89643,10.00000,0,0
0.90335,10.00000,100,0
0.90335,10.00000,110,0
0.90336,10.00000,107,0
0.90331,10.00000,108,0
0.90433,10.00000,109,0
0.90307,10.00000,110,0
0.90306,10.00000,111,0
0.90277,10.00000,113,0
0.90260,10.00000,112,0
0.90266,10.00000,112,0
0.90269,10.00000,115,0
0.90270,10.00000,112,0
0.90274,10.00000,114,0
0.89902,10.00000,104,0
0.89832,10.00000,113,0
0.89906,10.00000,103,0
0.89900,10.00000,110,0
0.89906,10.00000,102,0
0.89908,10.00000,105,0
0.89909,10.00000,104,0
0.89904,10.00000,110,0
0.89899,10.00000,101,0
0.89841,10.00000,113,0
0.89896,10.00000,108,0
0.89914,10.00000,106,0
0.89912,10.00000,111,0
0.89846,10.00000,112,0
0.89851,10.00000,114,0
0.89880,10.00000,0,0
0.89909,10.00000,106,0
0.89884,10.00000,105,0
0.89894,10.00000,105,0
0.89885,10.00000,104,0
0.89890,10.00000,107,0
0.89910,10.00000,107,0
0.89894,10.00000,101,0
0.89839,10.00000,113,0
0.90012,10.00000,105,0
0.90020,10.00000,111,0
0.90020,10.00000,106,0
0.90017,10.00000,100,0
0.90016,10.00000,108,0
0.90016,10.00000,107,0
0.90019,10.00000,108,0
0.90010,10.00000,109,0
0.90022,10.00000,110,0
0.90030,10.00000,100,0
0.90008,10.00000,106,0
0.90029,10.00000,110,0
0.90029,10.00000,105,0
0.90023,10.00000,111,0
0.90032,10.00000,106,0
0.90033,10.00000,107,0
0.90022,10.00000,110,0
0.89352,10.00000,10,0
0.89369,10.00000,0,0
0.89350,10.00000,0,0
0.89353,10.00000,0,0
0.89359,10.00000,0,0
0.89362,10.00000,0,0
0.89606,10.00000,108,0
0.89606,10.00000,109,0
0.89608,10.00000,111,0
0.89610,10.00000,100,0
0.89604,10.00000,103,0
0.89604,10.00000,104,0
0.89606,10.00000,103,0
0.89602,10.00000,110,0
0.90248,10.00000,116,0
0.90256,10.00000,112,0
0.90155,10.00000,104,0
0.90250,10.00000,114,0
0.90254,10.00000,114,0
0.90088,10.00000,115,0
0.89952,10.00000,116,0
0.90077,10.00000,113,0
0.90088,10.00000,10,0
0.89959,10.00000,114,0
0.90095,10.00000,116,0
0.90082,10.00000,112,0
0.90087,10.00000,112,0
0.90071,10.00000,112,0
0.89421,10.00000,116,0
0.89431,10.00000,113,0
0.89426,10.00000,114,0
0.89315,10.00000,108,0
0.89426,10.00000,115,0
0.89414,10.00000,114,0
0.90130,10.00000,102,0
0.90136,10.00000,106,0
0.89967,10.00000,112,0
0.89967,10.00000,116,0
0.89970,10.00000,112,0
0.89966,10.00000,114,0
0.89963,10.00000,112,0
0.89435,10.00000,116,0
0.89312,10.00000,104,0
0.89314,10.00000,103,0
0.89314,10.00000,106,0
0.89315,10.00000,107,0
0.90200,10.00000,0,0
0.90127,10.00000,109,0
0.90137,10.00000,102,0
0.90141,10.00000,111,0
0.90141,10.00000,100,0
0.90142,10.00000,102,0
0.90143,10.00000,104,0
0.90142,10.00000,103,0
0.90147,10.00000,107,0
0.90148,10.00000,102,0
0.90148,10.00000,103,0
0.90144,10.00000,104,0
0.90146,10.00000,106,0
0.89597,10.00000,109,0
0.89598,10.00000,107,0
0.90204,10.00000,0,0
0.90212,10.00000,0,0
0.90213,10.00000,10,0
0.89471,10.00000,110,0
0.89473,10.00000,102,0
0.89473,10.00000,110,0
0.89534,10.00000,115,0
0.89470,10.00000,0,0
0.89529,10.00000,114,0
0.89477,10.00000,109,0
0.89528,10.00000,115,0
0.89469,10.00000,110,0
0.89484,10.00000,108,0
0.89495,10.00000,105,0
0.89488,10.00000,108,0
0.89491,10.00000,109,0
0.89491,10.00000,110,0
0.89493,10.00000,103,0
0.89474,10.00000,0,0
0.89534,10.00000,113,0
0.89465,10.00000,10,0
0.89535,10.00000,112,0
0.89468,10.00000,10,0
0.89494,10.00000,102,0
0.89592,10.00000,111,0
0.89588,10.00000,106,0
0.89494,10.00000,104,0
0.89548,10.00000,115,0
0.89542,10.00000,112,0
0.89541,10.00000,113,0
0.89539,10.00000,116,0
0.89548,10.00000,114,0
0.89309,10.00000,100,0
0.89309,10.00000,101,0
0.89299,10.00000,108,0
0.89175,10.00000,113,0
0.89293,10.00000,107,0
0.89288,10.00000,101,0
0.89171,10.00000,112,0
0.89246,10.00000,115,0
0.89249,10.00000,103,0
0.89241,10.00000,103,0
0.89233,10.00000,104,0
0.89235,10.00000,105,0
0.89235,10.00000,103,0
0.89229,10.00000,106,0
0.89242,10.00000,0,0
0.89179,10.00000,113,0
0.89253,10.00000,115,0
0.89244,10.00000,102,0
0.89245,10.00000,111,0
0.89256,10.00000,10,0
0.89242,10.00000,10,0
0.89119,10.00000,100,0
0.89119,10.00000,110,0
0.89126,10.00000,110,0
0.89127,10.00000,104,0
0.89135,10.00000,110,0
0.89135,10.00000,104,0
0.89131,10.00000,100,0
0.89132,10.00000,106,0
0.89132,10.00000,111,0
0.89134,10.00000,111,0
0.89136,10.00000,106,0
0.89134,10.00000,105,0
0.89128,10.00000,105,0
0.89123,10.00000,106,0
0.89137,10.00000,108,0
0.89114,10.00000,100,0
0.89111,10.00000,111,0
0.89060,10.00000,112,0
0.89063,10.00000,116,0
0.89060,10.00000,116,0
0.89070,10.00000,115,0
0.89070,10.00000,114,0
0.89068,10.00000,112,0
0.07100,11.00000,102,0
0.88601,10.00000,114,0
0.88599,10.00000,116,0
0.88598,10.00000,115,0
0.88627,10.00000,110,0
0.88649,10.00000,106,0
0.88652,10.00000,109,0
0.88652,10.00000,108,0
0.88706,10.00000,114,0
0.88654,10.00000,100,0
0.88696,10.00000,114,0
0.88704,10.00000,112,0
0.88709,10.00000,114,0
0.88711,10.00000,115,0
0.88715,10.00000,112,0
0.88649,10.00000,102,0
0.88654,10.00000,109,0
0.88643,10.00000,105,0
0.88711,10.00000,114,0
0.88635,10.00000,105,0
0.88635,10.00000,103,0
0.88712,10.00000,115,0
0.88639,10.00000,100,0
0.87789,10.00000,114,0
0.88087,10.00000,110,0
0.88079,10.00000,110,0
0.88064,10.00000,110,0
0.88049,10.00000,10,0
0.88046,10.00000,10,0
0.88044,10.00000,0,0
0.87845,10.00000,112,0
0.87838,10.00000,103,0
0.87834,10.00000,103,0
0.87831,10.00000,108,0
0.87827,10.00000,100,0
0.88718,10.00000,0,0
0.88717,10.00000,112,0
0.87772,10.00000,113,0
0.87772,10.00000,114,0
0.87774,10.00000,116,0
0.87776,10.00000,113,0
0.87776,10.00000,115,0
0.88541,10.00000,111,0
0.88541,10.00000,103,0
0.88539,10.00000,102,0
0.88539,10.00000,103,0
0.88536,10.00000,0,0
0.88534,10.00000,103,0
0.88533,10.00000,109,0
0.88531,10.00000,110,0
0.88525,10.00000,10,0
0.88525,10.00000,109,0
0.88524,10.00000,102,0
0.88522,10.00000,101,0
0.88520,10.00000,109,0
0.88517,10.00000,104,0
0.88512,10.00000,110,0
0.88529,10.00000,100,0
0.88541,10.00000,102,0
0.88756,10.00000,102,0
0.88768,10.00000,103,0
0.88765,10.00000,100,0
0.88766,10.00000,102,0
0.88769,10.00000,108,0
0.88769,10.00000,105,0
0.88772,10.00000,102,0
0.88777,10.00000,103,0
0.88777,10.00000,111,0
0.88779,10.00000,109,0
0.88803,10.00000,110,0
0.88779,10.00000,108,0
0.88765,10.00000,106,0
0.88762,10.00000,104,0
0.88760,10.00000,107,0
0.88660,10.00000,100,0
0.88657,10.00000,100,0
0.88657,10.00000,105,0
0.88822,10.00000,110,0
0.88221,10.00000,108,0
0.88223,10.00000,100,0
0.88223,10.00000,108,0
0.88224,10.00000,102,0
0.88231,10.00000,100,0
0.88222,10.00000,111,0
0.88172,10.00000,116,0
0.88219,10.00000,112,0
0.88162,10.00000,116,0
0.88136,10.00000,110,0
0.88131,10.00000,110,0
0.88144,10.00000,112,0
0.88160,10.00000,112,0
0.88218,10.00000,104,0
0.88218,10.00000,111,0
0.88217,10.00000,107,0
0.88214,10.00000,114,0
0.88220,10.00000,102,0
0.88248,10.00000,109,0
0.88221,10.00000,107,0
0.88463,10.00000,114,0
0.88574,10.00000,112,0
0.88473,10.00000,112,0
0.88470,10.00000,113,0
0.88466,10.00000,112,0
0.88464,10.00000,112,0
0.88458,10.00000,115,0
0.88961,10.00000,102,0
0.88952,10.00000,106,0
0.88962,10.00000,109,0
0.88953,10.00000,108,0
0.88955,10.00000,100,0
0.88956,10.00000,106,0
0.88957,10.00000,100,0
0.88960,10.00000,111,0
0.88960,10.00000,107,0
0.88960,10.00000,103,0
0.88953,10.00000,109,0
0.88590,10.00000,116,0
0.88589,10.00000,112,0
0.88584,10.00000,115,0
0.88582,10.00000,112,0
0.88584,10.00000,116,0
0.88884,10.00000,112,0
0.88900,10.00000,112,0
0.88897,10.00000,114,0
0.88883,10.00000,112,0
0.88897,10.00000,112,0
0.88885,10.00000,114,0
0.88878,10.00000,114,0
0.88903,10.00000,116,0
0.88876,10.00000,113,0
0.88876,10.00000,0,0
0.88900,10.00000,116,0
0.88903,10.00000,113,0
0.88878,10.00000,112,0
0.87898,10.00000,110,0
0.88283,10.00000,110,0
0.87895,10.00000,111,0
0.87896,10.00000,109,0
0.87898,10.00000,100,0
0.88282,10.00000,104,0
0.87900,10.00000,105,0
0.87899,10.00000,103,0
0.88280,10.00000,111,0
0.88275,10.00000,105,0
0.88283,10.00000,100,0
0.88285,10.00000,111,0
0.88288,10.00000,109,0
0.88281,10.00000,105,0
0.88290,10.00000,110,0
0.88293,10.00000,0,0
0.88364,10.00000,110,0
0.88288,10.00000,108,0
0.88575,10.00000,114,0
0.87904,10.00000,111,0
0.87904,10.00000,106,0
0.88576,10.00000,116,0
0.87904,10.00000,102,0
0.87901,10.00000,104,0
0.88992,10.00000,10,0
0.88982,10.00000,110,0
0.88940,10.00000,109,0
0.88940,10.00000,104,0
0.88939,10.00000,108,0
0.88941,10.00000,106,0
0.88995,10.00000,10,0
0.88948,10.00000,108,0
0.88945,10.00000,109,0
0.88943,10.00000,105,0
0.87665,10.00000,0,0
0.87725,10.00000,110,0
0.18983,10.00000,109,0
0.18974,10.00000,116,0
0.18989,10.00000,101,0
0.18986,10.00000,115,0
0.18959,10.00000,107,0
0.18956,10.00000,113,0
0.18953,10.00000,107,0
0.18948,10.00000,106,0
0.18938,10.00000,105,0
0.18968,10.00000,100,0
0.18955,10.00000,107,0
0.19092,10.00000,105,0
0.19039,10.00000,104,0
0.19093,10.00000,104,0
0.19090,10.00000,104,0
0.19090,10.00000,105,0
0.19093,10.00000,106,0
0.19095,10.00000,111,0
0.19087,10.00000,109,0
0.19096,10.00000,100,0
0.19079,10.00000,103,0
0.19097,10.00000,112,0
0.19098,10.00000,113,0
0.19099,10.00000,114,0
0.19100,10.00000,116,0
0.19048,10.00000,102,0
0.19091,10.00000,106,0
0.19047,10.00000,10,0
0.18990,10.00000,0,0
0.19075,10.00000,114,0
0.19056,10.00000,107,0
0.88930,10.00000,105,0
0.88931,10.00000,110,0
0.88931,10.00000,107,0
0.88932,10.00000,111,0
0.88938,10.00000,103,0
0.88429,10.00000,112,0
0.88415,10.00000,0,0
0.18040,10.00000,103,0
0.17959,10.00000,113,0
0.17951,10.00000,105,0
0.18021,10.00000,110,0
0.87509,10.00000,106,0
0.87510,10.00000,107,0
0.87591,10.00000,0,0
0.87509,10.00000,109,0
0.87509,10.00000,108,0
0.87602,10.00000,10,0
0.87423,10.00000,114,0
0.18175,10.00000,100,0
0.18175,10.00000,103,0
0.18173,10.00000,109,0
0.18174,10.00000,111,0
0.18055,10.00000,102,0
0.18178,10.00000,115,0
0.18168,10.00000,100,0
0.18179,10.00000,114,0
0.18180,10.00000,115,0
0.18175,10.00000,102,0
0.18133,10.00000,10,0
0.18049,10.00000,109,0
0.18058,10.00000,102,0
0.18058,10.00000,103,0
0.18057,10.00000,112,0
0.18055,10.00000,112,0
0.17946,10.00000,104,0
0.17946,10.00000,106,0
0.17943,10.00000,104,0
0.17938,10.00000,105,0
0.17938,10.00000,100,0
0.17937,10.00000,102,0
0.17936,10.00000,108,0
0.18063,10.00000,116,0
0.87488,10.00000,107,0
0.87501,10.00000,102,0
0.87504,10.00000,110,0
0.87440,10.00000,115,0
0.87508,10.00000,111,0
0.87486,10.00000,107,0
0.87505,10.00000,101,0
0.87484,10.00000,100,0
0.87433,10.00000,104,0
0.87453,10.00000,114,0
0.87428,10.00000,102,0
0.87431,10.00000,114,0
0.87438,10.00000,104,0
0.87434,10.00000,102,0
0.87483,10.00000,109,0
0.87434,10.00000,115,0
0.87434,10.00000,103,0
0.87439,10.00000,112,0
0.87443,10.00000,111,0
0.87445,10.00000,112,0
0.87447,10.00000,112,0
0.87448,10.00000,116,0
0.87453,10.00000,115,0
0.87443,10.00000,102,0
0.87244,10.00000,10,0
0.87302,10.00000,110,0
0.17904,10.00000,0,0
0.17892,10.00000,10,0
0.17814,10.00000,112,0
0.87257,10.00000,10,0
0.19695,10.00000,103,0
0.19556,10.00000,112,0
0.19704,10.00000,116,0
0.19702,10.00000,114,0
0.19700,10.00000,116,0
0.19696,10.00000,113,0
0.19695,10.00000,100,0
0.19692,10.00000,107,0
0.19690,10.00000,114,0
0.19688,10.00000,112,0
0.19688,10.00000,100,0
0.19686,10.00000,109,0
0.19686,10.00000,114,0
0.19682,10.00000,108,0
0.19681,10.00000,102,0
0.19680,10.00000,100,0
0.19679,10.00000,107,0
0.19679,10.00000,106,0
0.19674,10.00000,110,0
0.19650,10.00000,10,0
0.19538,10.00000,110,0
0.19643,10.00000,0,0
0.19567,10.00000,112,0
0.19686,10.00000,115,0
0.19827,10.00000,113,0
0.19916,10.00000,110,0
0.19824,10.00000,115,0
0.19921,10.00000,112,0
0.19816,10.00000,110,0
0.19811,10.00000,111,0
0.19821,10.00000,110,0
0.87189,10.00000,0,0
0.20062,10.00000,112,0
0.20061,10.00000,105,0
0.20060,10.00000,115,0
0.20060,10.00000,111,0
0.20059,10.00000,112,0
0.20059,10.00000,112,0
0.20058,10.00000,103,0
0.20056,10.00000,114,0
0.20055,10.00000,103,0
0.20053,10.00000,106,0
0.20054,10.00000,100,0
0.20051,10.00000,103,0
0.20039,10.00000,111,0
0.20040,10.00000,105,0
0.20051,10.00000,102,0
0.20040,10.00000,104,0
0.20041,10.00000,102,0
0.20049,10.00000,104,0
0.20043,10.00000,110,0
0.20044,10.00000,108,0
0.20045,10.00000,106,0
0.20046,10.00000,112,0
0.20041,10.00000,103,0
0.20144,10.00000,110,0
0.87102,10.00000,101,0
0.87106,10.00000,104,0
0.87104,10.00000,107,0
0.87102,10.00000,105,0
0.87103,10.00000,106,0
0.20117,10.00000,10,0
0.20065,10.00000,106,0
0.20066,10.00000,105,0
0.20067,10.00000,104,0
0.20069,10.00000,112,0
0.86584,10.00000,10,0
0.86991,10.00000,112,0
0.87034,10.00000,114,0
0.87037,10.00000,110,0
0.87039,10.00000,116,0
0.86979,10.00000,116,0
0.87043,10.00000,116,0
0.86991,10.00000,116,0
0.87047,10.00000,103,0
0.87048,10.00000,116,0
0.87043,10.00000,112,0
0.87046,10.00000,102,0
0.87050,10.00000,110,0
0.86970,10.00000,110,0
0.20181,10.00000,112,0
0.20189,10.00000,106,0
0.20172,10.00000,103,0
0.20174,10.00000,114,0
0.20175,10.00000,116,0
0.20188,10.00000,114,0
0.20186,10.00000,102,0
0.20185,10.00000,116,0
0.20185,10.00000,105,0
0.20182,10.00000,104,0
0.20182,10.00000,116,0
0.20182,10.00000,105,0
0.20180,10.00000,112,0
0.20179,10.00000,106,0
0.20177,10.00000,109,0
0.20177,10.00000,102,0
0.20176,10.00000,103,0
0.20189,10.00000,110,0
0.20176,10.00000,112,0
0.20190,10.00000,115,0
0.20191,10.00000,108,0
0.20170,10.00000,113,0
0.20170,10.00000,105,0
0.20168,10.00000,108,0
0.20168,10.00000,105,0
0.20167,10.00000,106,0
0.20172,10.00000,112,0
0.20191,10.00000,109,0
0.20166,10.00000,103,0
0.20191,10.00000,115,0
0.20264,10.00000,110,0
0.20242,10.00000,10,0
0.20239,10.00000,10,0
0.20236,10.00000,0,0
0.86817,10.00000,103,0
0.86808,10.00000,106,0
0.86818,10.00000,102,0
0.86809,10.00000,107,0
0.86808,10.00000,0,0
0.86805,10.00000,0,0
0.86812,10.00000,107,0
0.86692,10.00000,112,0
0.86677,10.00000,112,0
0.86680,10.00000,110,0
0.86687,10.00000,115,0
0.86690,10.00000,113,0
0.20490,10.00000,0,0
0.86751,10.00000,111,0
0.86750,10.00000,101,0
0.86747,10.00000,105,0
0.86744,10.00000,100,0
0.86742,10.00000,111,0
0.86742,10.00000,102,0
0.86742,10.00000,109,0
0.86739,10.00000,112,0
0.86739,10.00000,109,0
0.86760,10.00000,116,0
0.86733,10.00000,103,0
0.86760,10.00000,115,0
0.86755,10.00000,112,0
0.86513,10.00000,0,0
0.86505,10.00000,10,0
0.86504,10.00000,10,0
0.86755,10.00000,113,0
0.86755,10.00000,116,0
0.86735,10.00000,107,0
0.86752,10.00000,113,0
0.86750,10.00000,115,0
0.20533,10.00000,102,0
0.20530,10.00000,101,0
0.20527,10.00000,110,0
0.20523,10.00000,110,0
0.20304,10.00000,108,0
0.20303,10.00000,107,0
0.20303,10.00000,112,0
0.20303,10.00000,111,0
0.20302,10.00000,110,0
0.20413,10.00000,112,0
0.20433,10.00000,109,0
0.20304,10.00000,109,0
0.20301,10.00000,115,0
0.20300,10.00000,112,0
0.20300,10.00000,111,0
0.20414,10.00000,103,0
0.20302,10.00000,116,0
0.20301,10.00000,114,0
0.20306,10.00000,112,0
0.20413,10.00000,106,0
0.20434,10.00000,112,0
0.20408,10.00000,105,0
0.20412,10.00000,111,0
0.20408,10.00000,108,0
0.20408,10.00000,102,0
0.20407,10.00000,101,0
0.20406,10.00000,112,0
0.20405,10.00000,110,0
0.20375,10.00000,10,0
0.20369,10.00000,10,0
0.20355,10.00000,0,0
0.20313,10.00000,108,0
0.20313,10.00000,109,0
0.20412,10.00000,104,0
0.20312,10.00000,115,0
0.20307,10.00000,116,0
0.20299,10.00000,103,0
0.20414,10.00000,100,0
0.20425,10.00000,112,0
0.20428,10.00000,112,0
0.20427,10.00000,101,0
0.20294,10.00000,113,0
0.20295,10.00000,108,0
0.20297,10.00000,101,0
0.20426,10.00000,108,0
0.20426,10.00000,109,0
0.20426,10.00000,112,0
0.20291,10.00000,109,0
0.20424,10.00000,112,0
0.20423,10.00000,114,0
0.20423,10.00000,104,0
0.20423,10.00000,111,0
0.20430,10.00000,110,0
0.20422,10.00000,105,0
0.20420,10.00000,107,0
0.20419,10.00000,101,0
0.20419,10.00000,102,0
0.20290,10.00000,108,0
0.20438,10.00000,116,0
0.20419,10.00000,103,0
0.20298,10.00000,103,0
0.20281,10.00000,110,0
0.20431,10.00000,107,0
0.20419,10.00000,110,0
0.20416,10.00000,108,0
0.20298,10.00000,100,0
0.20432,10.00000,112,0
0.20298,10.00000,111,0
0.20431,10.00000,106,0
0.20536,10.00000,112,0
0.20561,10.00000,113,0
0.20549,10.00000,112,0
0.20542,10.00000,113,0
0.20538,10.00000,102,0
0.86302,10.00000,110,0
0.86302,10.00000,101,0
0.86300,10.00000,102,0
0.86301,10.00000,103,0
0.86298,10.00000,109,0
0.86301,10.00000,109,0
0.86294,10.00000,107,0
0.86291,10.00000,110,0
0.20673,10.00000,114,0
0.20673,10.00000,106,0
0.20671,10.00000,110,0
0.20673,10.00000,100,0
0.20672,10.00000,112,0
0.20673,10.00000,113,0
0.20675,10.00000,115,0
0.20676,10.00000,113,0
0.20676,10.00000,106,0
